0114109621569092_,1,AGUASCALIENTES,5,JESUS MARIA,VALLADOLID,Ejido
0114109621569111_,1,AGUASCALIENTES,5,JESUS MARIA,VENADERO,Ejido
0114109621569148_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,CODORNICES Y ANEXAS (EMILIANO ZAPATA),Ejido
0114109621569166_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,COLONIA CAMPESTRE,Ejido
0114109621569204_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,COLONIA PROGRESO,Ejido
0114109621569221_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,EL GARABATO,Ejido
0114109621569267_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,LAS ANIMAS,Ejido
0114109621569296_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,OJO ZARCO DE PONIENTE,Ejido
0114109621569314_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,SAN LUIS DE LETRAS,Ejido
0114109621569352_,1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,SANTIAGO,Ejido
0114109621569420_,1,AGUASCALIENTES,7,RINCON DE ROMOS,CUEVA DE LA LOBA,Ejido
0114109621569437_,1,AGUASCALIENTES,7,RINCON DE ROMOS,EL BAJIO,Ejido
0114109621569476_,1,AGUASCALIENTES,7,RINCON DE ROMOS,EL PANAL,Ejido
0114109621569493_,1,AGUASCALIENTES,7,RINCON DE ROMOS,EL SAUCILLO,Ejido
0114109621569522_,1,AGUASCALIENTES,7,RINCON DE ROMOS,ESCALERAS,Ejido
0114109621569549_,1,AGUASCALIENTES,7,RINCON DE ROMOS,ESTANCIA DE MOSQUEIRA,Ejido
0114109621569604_,1,AGUASCALIENTES,7,RINCON DE ROMOS,FRESNILLO,Ejido
0114109621569577_,1,AGUASCALIENTES,7,RINCON DE ROMOS,PABELLON,Ejido
0114109621569633_,1,AGUASCALIENTES,7,RINCON DE ROMOS,PABELLON DE HIDALGO,Ejido
0114109621569671_,1,AGUASCALIENTES,7,RINCON DE ROMOS,RINCON DE ROMOS,Ejido
